Tipo Servicio,Red Uso,Placa,Fecha Tránsito,Punto de Servicio,Comprobante,Total del Servicio,Saldo Final
Recarga PEX,PEX,,2025-09-22,,TR006-000972792,2500.0,2500.0
Consumo,LIMA EXPRESA,VE-04,2025-09-22,Peaje de Priale Salida - P7,F400-00066822,-39.6,2460.4
Consumo,LIMA EXPRESA,VE-28,2025-09-22,Peaje de Priale Salida - P7,F400-00066822,-26.4,2434.0
Consumo,LIMA EXPRESA,VE-04,2025-09-23,Peaje de Priale Entrada - P6,F400-00067558,-39.6,2394.4
Consumo,LIMA EXPRESA,VE-35,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,2368.0
Consumo,LIMA EXPRESA,VE-20,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,2341.6
Consumo,LIMA EXPRESA,VE-12,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,2315.2
Consumo,LIMA EXPRESA,VE-31,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,2288.8
Consumo,LIMA EXPRESA,VE-30,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,2262.4
Consumo,LIMA EXPRESA,VE-35,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,2236.0
Consumo,LIMA EXPRESA,VE-20,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,2209.6
Consumo,LIMA EXPRESA,VE-12,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,2183.2
Consumo,LIMA EXPRESA,VE-31,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,2156.8
Consumo,LIMA EXPRESA,VE-30,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,2130.4
Consumo,LIMA EXPRESA,VE-06,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,2090.8
Consumo,LIMA EXPRESA,VE-05,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,2051.2
Consumo,LIMA EXPRESA,VE-35,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,2024.8
Consumo,LIMA EXPRESA,VE-20,2025-09-23,Peaje de Priale Entrada - P6,F400-00067558,-26.4,1998.4
Consumo,LIMA EXPRESA,VE-09,2025-09-23,Peaje de Priale Salida - P7,F400-00067558,-19.8,1978.6
Consumo,LIMA EXPRESA,VE-06,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-33.0,1945.6
Consumo,LIMA EXPRESA,VE-05,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-33.0,1912.6
Consumo,LIMA EXPRESA,VE-31,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1886.2
Consumo,LIMA EXPRESA,VE-12,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1859.8
Consumo,LIMA EXPRESA,VE-20,2025-09-23,Peaje de Priale Salida - P7,F400-00067558,-26.4,1833.4
Consumo,LIMA EXPRESA,VE-35,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1807.0
Consumo,LIMA EXPRESA,VE-12,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1780.6
Consumo,LIMA EXPRESA,VE-30,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1754.2
Consumo,LIMA EXPRESA,VE-30,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1727.8
Consumo,LIMA EXPRESA,VE-05,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,1688.2
Consumo,LIMA EXPRESA,VE-35,2025-09-23,Peaje de Priale Salida - P7,F400-00067558,-26.4,1661.8
Consumo,LIMA EXPRESA,VE-12,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1635.4
Consumo,LIMA EXPRESA,VE-30,2025-09-23,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1609.0
Consumo,LIMA EXPRESA,VE-30,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1582.6
Consumo,LIMA EXPRESA,VE-06,2025-09-23,Peaje de Monterrico Salida - P2,F400-00067558,-39.6,1543.0
Consumo,LIMA EXPRESA,VE-35,2025-09-24,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1516.6
Consumo,LIMA EXPRESA,VE-20,2025-09-24,Peaje de Priale Entrada - P6,F400-00067558,-26.4,1490.2
Consumo,LIMA EXPRESA,VE-12,2025-09-24,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1463.8
Consumo,LIMA EXPRESA,VE-31,2025-09-24,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1437.4
Consumo,LIMA EXPRESA,VE-35,2025-09-24,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1411.0
Consumo,LIMA EXPRESA,D9Z911,2025-09-24,Peaje Estadio – P10   ,F400-00067558,-6.6,1404.4
Consumo,LIMA EXPRESA,VE-12,2025-09-24,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1378.0
Consumo,LIMA EXPRESA,VE-31,2025-09-24,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1351.6
Consumo,LIMA EXPRESA,VE-20,2025-09-24,Peaje de Priale Salida - P7,F400-00067558,-26.4,1325.2
Consumo,LIMA EXPRESA,VE-02,2025-09-24,Peaje Estadio – P10   ,F400-00067558,-39.6,1285.6
Consumo,LIMA EXPRESA,VE-02,2025-09-24,Peaje de Priale Salida - P7,F400-00067558,-39.6,1246.0
Consumo,LIMA EXPRESA,VE-35,2025-09-24,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1219.6
Consumo,LIMA EXPRESA,VE-12,2025-09-24,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1193.2
Consumo,LIMA EXPRESA,VE-09,2025-09-24,Peaje de Priale Entrada - P6,F400-00067558,-19.8,1173.4
Consumo,LIMA EXPRESA,VE-12,2025-09-24,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1147.0
Consumo,LIMA EXPRESA,VE-31,2025-09-24,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1120.6
Consumo,LIMA EXPRESA,VE-05,2025-09-24,Peaje de Priale Entrada - P6,F400-00067558,-39.6,1081.0
Consumo,LIMA EXPRESA,VE-35,2025-09-24,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1054.6
Consumo,LIMA EXPRESA,D9Z911,2025-09-24,Peaje de El Pino - P5,F400-00067558,-6.6,1048.0
Consumo,LIMA EXPRESA,D9Z911,2025-09-24,Peaje Estadio – P10   ,F400-00067558,-6.6,1041.4
Consumo,LIMA EXPRESA,VE-30,2025-09-24,Peaje Estadio – P10   ,F400-00067558,-26.4,1015.0
Consumo,LIMA EXPRESA,VE-31,2025-09-24,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,988.6
Consumo,LIMA EXPRESA,VE-30,2025-09-24,Peaje de Priale Salida - P7,F400-00067558,-26.4,962.2
Consumo,LIMA EXPRESA,D9Z911,2025-09-24,Peaje de El Pino - P5,F400-00067558,-6.6,955.6
Consumo,LIMA EXPRESA,D9Z911,2025-09-24,Peaje de Separadora Salida - P3,F400-00067558,-6.6,949.0
Consumo,LIMA EXPRESA,D9Z911,2025-09-24,Peaje Huánuco – P8   ,F400-00067558,-6.6,942.4
Consumo,LIMA EXPRESA,VE-06,2025-09-25,Peaje de Priale Entrada - P6,F400-00067558,-39.6,902.8
Consumo,LIMA EXPRESA,VE-02,2025-09-25,Peaje de Priale Entrada - P6,F400-00067558,-39.6,863.2
Consumo,LIMA EXPRESA,VE-35,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,836.8
Consumo,LIMA EXPRESA,VE-20,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,810.4
Consumo,LIMA EXPRESA,VE-02,2025-09-25,Peaje de Priale Salida - P7,F400-00067558,-39.6,770.8
Consumo,LIMA EXPRESA,VE-31,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,744.4
Consumo,LIMA EXPRESA,VE-30,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,718.0
Consumo,LIMA EXPRESA,VE-12,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,691.6
Consumo,LIMA EXPRESA,VE-35,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,665.2
Consumo,LIMA EXPRESA,VE-20,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,638.8
Consumo,LIMA EXPRESA,VE-02,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,599.2
Consumo,LIMA EXPRESA,VE-12,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,572.8
Consumo,LIMA EXPRESA,VE-30,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,546.4
Consumo,LIMA EXPRESA,VE-31,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,520.0
Consumo,LIMA EXPRESA,VE-05,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,480.4
Consumo,LIMA EXPRESA,APF856,2025-09-25,Peaje Estadio – P10   ,F400-00067558,-6.6,473.8
Consumo,LIMA EXPRESA,VE-02,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-39.6,434.2
Consumo,LIMA EXPRESA,VE-06,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,394.6
Consumo,LIMA EXPRESA,VE-05,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-39.6,355.0
Consumo,LIMA EXPRESA,VE-12,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,328.6
Consumo,LIMA EXPRESA,VE-30,2025-09-25,Peaje de Priale Entrada - P6,F400-00067558,-26.4,302.2
Consumo,LIMA EXPRESA,VE-06,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-39.6,262.6
Consumo,LIMA EXPRESA,VE-30,2025-09-25,Peaje Huánuco – P8   ,F400-00067558,-26.4,236.2
Consumo,LIMA EXPRESA,APF856,2025-09-25,Peaje de Santa Anita - P4,F400-00067558,-6.6,229.6
Consumo,LIMA EXPRESA,VE-02,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,190.0
Consumo,LIMA EXPRESA,APF856,2025-09-25,Peaje Huánuco – P8   ,F400-00067558,-6.6,183.4
Consumo,LIMA EXPRESA,VE-35,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,157.0
Consumo,LIMA EXPRESA,VE-30,2025-09-25,Peaje Estadio – P10   ,F400-00067558,-26.4,130.6
Consumo,LIMA EXPRESA,VE-02,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-39.6,91.0
Consumo,LIMA EXPRESA,VE-30,2025-09-25,Peaje de Priale Salida - P7,F400-00067558,-26.4,64.6
Consumo,LIMA EXPRESA,VE-12,2025-09-25,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,38.2
Consumo,LIMA EXPRESA,VE-20,2025-09-25,Peaje de Priale Entrada - P6,F400-00067558,-26.4,11.8
Consumo,LIMA EXPRESA,VE-20,2025-09-25,Peaje de Priale Salida - P7,F400-00067558,-26.4,-14.6
Consumo,LIMA EXPRESA,VE-12,2025-09-25,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,-41.0
Consumo,LIMA EXPRESA,VE-30,2025-09-26,Peaje de Priale Entrada - P6,F400-00067558,-26.4,-67.4
Consumo,LIMA EXPRESA,VE-02,2025-09-26,Peaje de Priale Entrada - P6,F400-00067558,-39.6,-107.0
Consumo,LIMA EXPRESA,VE-35,2025-09-26,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,-133.4
Consumo,LIMA EXPRESA,VE-30,2025-09-26,Peaje de Priale Salida - P7,F400-00067558,-26.4,-159.8
Consumo,LIMA EXPRESA,VE-31,2025-09-26,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,-186.2
Recarga PEX,PEX,,2025-09-26,,TR006-000975599,1500.0,1313.8
Consumo,LIMA EXPRESA,VE-02,2025-09-26,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,1274.2
Consumo,LIMA EXPRESA,VE-30,2025-09-26,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1247.8
Consumo,LIMA EXPRESA,VE-06,2025-09-26,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,1208.2
Consumo,LIMA EXPRESA,VE-02,2025-09-26,Peaje de Monterrico Salida - P2,F400-00067558,-39.6,1168.6
Consumo,LIMA EXPRESA,VE-35,2025-09-26,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1142.2
Consumo,LIMA EXPRESA,D9Z911,2025-09-26,Peaje Estadio – P10   ,F400-00067558,-6.6,1135.6
Consumo,LIMA EXPRESA,VE-06,2025-09-26,Peaje de Monterrico Salida - P2,F400-00067558,-33.0,1102.6
Consumo,LIMA EXPRESA,VE-05,2025-09-26,Peaje de Monterrico Salida - P2,F400-00067558,-33.0,1069.6
Consumo,LIMA EXPRESA,VE-30,2025-09-26,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1043.2
Consumo,LIMA EXPRESA,VE-35,2025-09-26,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1016.8
Consumo,LIMA EXPRESA,VE-31,2025-09-26,Peaje de Priale Entrada - P6,F400-00067558,-26.4,990.4
Consumo,LIMA EXPRESA,D9Z911,2025-09-26,Peaje Huánuco – P8   ,F400-00067558,-6.6,983.8
Recarga PEX,PEX,,2025-09-26,,TR006-000975953,1500.0,2483.8
Consumo,LIMA EXPRESA,VE-02,2025-09-27,Peaje de Priale Entrada - P6,F400-00067558,-39.6,2444.2
Consumo,LIMA EXPRESA,VE-30,2025-09-27,Peaje de Priale Entrada - P6,F400-00067558,-26.4,2417.8
Consumo,LIMA EXPRESA,VE-35,2025-09-27,Peaje de Priale Entrada - P6,F400-00067558,-26.4,2391.4
Consumo,LIMA EXPRESA,VE-35,2025-09-27,Peaje Huánuco – P8   ,F400-00067558,-26.4,2365.0
Consumo,LIMA EXPRESA,VE-30,2025-09-27,Peaje de Priale Salida - P7,F400-00067558,-26.4,2338.6
Consumo,LIMA EXPRESA,VE-02,2025-09-27,Peaje de Priale Salida - P7,F400-00067558,-39.6,2299.0
Consumo,LIMA EXPRESA,VE-31,2025-09-27,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,2272.6
Consumo,LIMA EXPRESA,VE-20,2025-09-27,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,2246.2
Consumo,LIMA EXPRESA,VE-12,2025-09-27,Peaje de Priale Entrada - P6,F400-00067558,-26.4,2219.8
Consumo,LIMA EXPRESA,VE-12,2025-09-27,Peaje de Priale Salida - P7,F400-00067558,-26.4,2193.4
Consumo,LIMA EXPRESA,VE-35,2025-09-27,Peaje Estadio – P10   ,F400-00067558,-26.4,2167.0
Consumo,LIMA EXPRESA,VE-35,2025-09-27,Peaje de Priale Salida - P7,F400-00067558,-26.4,2140.6
Consumo,LIMA EXPRESA,VE-20,2025-09-27,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,2114.2
Consumo,LIMA EXPRESA,VE-31,2025-09-27,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,2087.8
Consumo,LIMA EXPRESA,VE-06,2025-09-27,Peaje de Priale Entrada - P6,F400-00067558,-39.6,2048.2
Consumo,LIMA EXPRESA,VE-06,2025-09-27,Peaje Huánuco – P8   ,F400-00067558,-39.6,2008.6
Consumo,LIMA EXPRESA,VE-05,2025-09-27,Peaje de Priale Entrada - P6,F400-00067558,-39.6,1969.0
Consumo,LIMA EXPRESA,VE-12,2025-09-27,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1942.6
Consumo,LIMA EXPRESA,VE-05,2025-09-27,Peaje Huánuco – P8   ,F400-00067558,-19.8,1922.8
Consumo,LIMA EXPRESA,VE-06,2025-09-27,Peaje Estadio – P10   ,F400-00067558,-39.6,1883.2
Consumo,LIMA EXPRESA,VE-06,2025-09-27,Peaje de Priale Salida - P7,F400-00067558,-39.6,1843.6
Consumo,LIMA EXPRESA,VE-02,2025-09-27,Peaje de Priale Entrada - P6,F400-00067558,-19.8,1823.8
Consumo,LIMA EXPRESA,VE-02,2025-09-27,Peaje Huánuco – P8   ,F400-00067558,-39.6,1784.2
Consumo,LIMA EXPRESA,VE-20,2025-09-27,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1757.8
Consumo,LIMA EXPRESA,VE-05,2025-09-27,Peaje Estadio – P10   ,F400-00067558,-39.6,1718.2
Consumo,LIMA EXPRESA,VE-05,2025-09-27,Peaje de Priale Salida - P7,F400-00067558,-39.6,1678.6
Consumo,LIMA EXPRESA,VE-30,2025-09-27,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1652.2
Consumo,LIMA EXPRESA,VE-20,2025-09-27,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1625.8
Consumo,LIMA EXPRESA,VE-12,2025-09-27,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1599.4
Consumo,LIMA EXPRESA,VE-30,2025-09-27,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1573.0
Consumo,LIMA EXPRESA,VE-31,2025-09-27,Peaje de Priale Entrada - P6,F400-00067558,-26.4,1546.6
Consumo,LIMA EXPRESA,VE-12,2025-09-27,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1520.2
Consumo,LIMA EXPRESA,VE-08,2025-09-27,Peaje Huánuco – P8   ,F400-00067558,-19.8,1500.4
Consumo,LIMA EXPRESA,VE-30,2025-09-27,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1474.0
Consumo,LIMA EXPRESA,VE-30,2025-09-29,Peaje de Priale Entrada - P6,F400-00067558,-26.4,1447.6
Consumo,LIMA EXPRESA,VE-35,2025-09-29,Peaje de Priale Entrada - P6,F400-00067558,-26.4,1421.2
Consumo,LIMA EXPRESA,VE-30,2025-09-29,Peaje Huánuco – P8   ,F400-00067558,-26.4,1394.8
Consumo,LIMA EXPRESA,VE-35,2025-09-29,Peaje Huánuco – P8   ,F400-00067558,-26.4,1368.4
Consumo,LIMA EXPRESA,VE-31,2025-09-29,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1342.0
Consumo,LIMA EXPRESA,VE-12,2025-09-29,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1315.6
Consumo,LIMA EXPRESA,VE-20,2025-09-29,Peaje de Priale Entrada - P6,F400-00067558,-26.4,1289.2
Consumo,LIMA EXPRESA,VE-30,2025-09-29,Peaje Estadio – P10   ,F400-00067558,-26.4,1262.8
Consumo,LIMA EXPRESA,VE-35,2025-09-29,Peaje Estadio – P10   ,F400-00067558,-26.4,1236.4
Consumo,LIMA EXPRESA,VE-30,2025-09-29,Peaje de Priale Salida - P7,F400-00067558,-26.4,1210.0
Consumo,LIMA EXPRESA,VE-35,2025-09-29,Peaje de Priale Salida - P7,F400-00067558,-26.4,1183.6
Consumo,LIMA EXPRESA,VE-20,2025-09-29,Peaje de Priale Salida - P7,F400-00067558,-26.4,1157.2
Consumo,LIMA EXPRESA,VE-12,2025-09-29,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1130.8
Consumo,LIMA EXPRESA,VE-31,2025-09-29,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,1104.4
Consumo,LIMA EXPRESA,VE-20,2025-09-29,Peaje de Priale Entrada - P6,F400-00067558,-26.4,1078.0
Consumo,LIMA EXPRESA,VE-30,2025-09-29,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,1051.6
Consumo,LIMA EXPRESA,VE-20,2025-09-29,Peaje de Priale Salida - P7,F400-00067558,-26.4,1025.2
Consumo,LIMA EXPRESA,VE-35,2025-09-29,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,998.8
Consumo,LIMA EXPRESA,VE-35,2025-09-29,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,972.4
Consumo,LIMA EXPRESA,VE-30,2025-09-29,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,946.0
Consumo,LIMA EXPRESA,VE-02,2025-09-29,Peaje de Priale Salida - P7,F400-00067558,-39.6,906.4
Consumo,LIMA EXPRESA,VE-12,2025-09-29,Peaje de Priale Entrada - P6,F400-00067558,-26.4,880.0
Consumo,LIMA EXPRESA,VE-31,2025-09-29,Peaje de Priale Entrada - P6,F400-00067558,-26.4,853.6
Consumo,LIMA EXPRESA,VE-30,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-26.4,827.2
Consumo,LIMA EXPRESA,VE-02,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-39.6,787.6
Consumo,LIMA EXPRESA,VE-35,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-26.4,761.2
Consumo,LIMA EXPRESA,VE-30,2025-09-30,Peaje de Priale Salida - P7,F400-00067558,-26.4,734.8
Consumo,LIMA EXPRESA,VE-02,2025-09-30,Peaje de Priale Salida - P7,F400-00067558,-39.6,695.2
Consumo,LIMA EXPRESA,VE-06,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-19.8,675.4
Consumo,LIMA EXPRESA,VE-31,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,649.0
Consumo,LIMA EXPRESA,VE-20,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-26.4,622.6
Consumo,LIMA EXPRESA,VE-12,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,596.2
Consumo,LIMA EXPRESA,VE-35,2025-09-30,Peaje de Priale Salida - P7,F400-00067558,-26.4,569.8
Consumo,LIMA EXPRESA,VE-20,2025-09-30,Peaje de Priale Salida - P7,F400-00067558,-26.4,543.4
Consumo,LIMA EXPRESA,VE-31,2025-09-30,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,517.0
Consumo,LIMA EXPRESA,VE-02,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-39.6,477.4
Consumo,LIMA EXPRESA,VE-30,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,451.0
Consumo,LIMA EXPRESA,VE-02,2025-09-30,Peaje Huánuco – P8   ,F400-00067558,-19.8,431.2
Consumo,LIMA EXPRESA,VE-05,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,391.6
Consumo,LIMA EXPRESA,VE-06,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-39.6,352.0
Consumo,LIMA EXPRESA,VE-06,2025-09-30,Peaje Huánuco – P8   ,F400-00067558,-19.8,332.2
Consumo,LIMA EXPRESA,VE-06,2025-09-30,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,305.8
Consumo,LIMA EXPRESA,VE-35,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,279.4
Consumo,LIMA EXPRESA,VE-05,2025-09-30,Peaje de Monterrico Salida - P2,F400-00067558,-33.0,246.4
Consumo,LIMA EXPRESA,VE-20,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,220.0
Recarga PEX,PEX,,2025-09-30,,TR006-000977791,5000.0,5220.0
Consumo,LIMA EXPRESA,VE-06,2025-09-30,Peaje Estadio – P10   ,F400-00067558,-39.6,5180.4
Consumo,LIMA EXPRESA,VE-02,2025-09-30,Peaje Estadio – P10   ,F400-00067558,-39.6,5140.8
Consumo,LIMA EXPRESA,VE-06,2025-09-30,Peaje de Priale Salida - P7,F400-00067558,-39.6,5101.2
Consumo,LIMA EXPRESA,VE-02,2025-09-30,Peaje de Priale Salida - P7,F400-00067558,-39.6,5061.6
Consumo,LIMA EXPRESA,VE-31,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-26.4,5035.2
Consumo,LIMA EXPRESA,VE-35,2025-09-30,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,5008.8
Consumo,LIMA EXPRESA,VE-20,2025-09-30,Peaje de Monterrico Salida - P2,F400-00067558,-26.4,4982.4
Consumo,LIMA EXPRESA,VE-05,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,4942.8
Consumo,LIMA EXPRESA,VE-12,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-26.4,4916.4
Consumo,LIMA EXPRESA,VE-02,2025-09-30,Peaje de Monterrico Entrada - P1,F400-00067558,-39.6,4876.8
Consumo,LIMA EXPRESA,VE-12,2025-09-30,Peaje de Priale Salida - P7,F400-00067558,-26.4,4850.4
Consumo,LIMA EXPRESA,VE-30,2025-09-30,Peaje de Priale Entrada - P6,F400-00067558,-26.4,4824.0
Consumo,LIMA EXPRESA,VE-30,2025-09-30,Peaje de Priale Salida - P7,F400-00067558,-26.4,4797.6
Consumo,LIMA EXPRESA,VE-30,2025-10-01,Peaje de Priale Entrada - P6,F400-00068292,-26.4,4771.2
Consumo,LIMA EXPRESA,VE-35,2025-10-01,Peaje de Priale Entrada - P6,F400-00068292,-26.4,4744.8
Consumo,LIMA EXPRESA,VE-02,2025-10-01,Peaje de Priale Entrada - P6,F400-00068292,-39.6,4705.2
Consumo,LIMA EXPRESA,VE-20,2025-10-01,Peaje de Monterrico Entrada - P1,F400-00068292,-26.4,4678.8
Consumo,LIMA EXPRESA,VE-31,2025-10-01,Peaje de Monterrico Entrada - P1,F400-00068292,-26.4,4652.4
Consumo,LIMA EXPRESA,VE-30,2025-10-01,Peaje de Priale Salida - P7,F400-00068292,-26.4,4626.0
Consumo,LIMA EXPRESA,VE-20,2025-10-01,Peaje de Monterrico Salida - P2,F400-00068292,-26.4,4599.6
Consumo,LIMA EXPRESA,VE-35,2025-10-01,Peaje de Priale Salida - P7,F400-00068292,-26.4,4573.2
Consumo,LIMA EXPRESA,VE-05,2025-10-01,Peaje de Priale Entrada - P6,F400-00068292,-19.8,4553.4
Consumo,LIMA EXPRESA,VE-20,2025-10-01,Peaje de Priale Salida - P7,F400-00068292,-26.4,4527.0
Consumo,LIMA EXPRESA,VE-05,2025-10-01,Peaje Huánuco – P8   ,F400-00068292,-19.8,4507.2
Consumo,LIMA EXPRESA,VE-31,2025-10-01,Peaje de Monterrico Salida - P2,F400-00068292,-26.4,4480.8
Consumo,LIMA EXPRESA,VE-35,2025-10-01,Peaje de Priale Entrada - P6,F400-00068292,-26.4,4454.4
Consumo,LIMA EXPRESA,VE-30,2025-10-01,Peaje de Monterrico Entrada - P1,F400-00068292,-26.4,4428.0
Consumo,LIMA EXPRESA,VE-05,2025-10-01,Peaje Estadio – P10   ,F400-00068292,-39.6,4388.4
Consumo,LIMA EXPRESA,VE-05,2025-10-01,Peaje de Priale Salida - P7,F400-00068292,-19.8,4368.6
Consumo,LIMA EXPRESA,VE-30,2025-10-01,Peaje de Monterrico Salida - P2,F400-00068292,-26.4,4342.2
Consumo,LIMA EXPRESA,VE-35,2025-10-01,Peaje de Priale Salida - P7,F400-00068292,-26.4,4315.8
Consumo,LIMA EXPRESA,VE-30,2025-10-01,Peaje de Monterrico Entrada - P1,F400-00068292,-26.4,4289.4
Consumo,LIMA EXPRESA,VE-31,2025-10-01,Peaje de Priale Entrada - P6,F400-00068292,-26.4,4263.0
Consumo,LIMA EXPRESA,VE-30,2025-10-01,Peaje de Monterrico Salida - P2,F400-00068292,-26.4,4236.6
Consumo,LIMA EXPRESA,VE-02,2025-10-01,Peaje de Priale Salida - P7,F400-00068292,-39.6,4197.0
Consumo,LIMA EXPRESA,VE-24,2025-10-01,Peaje Huánuco – P8   ,F400-00068292,-26.4,4170.6
