Tipo Servicio,Red Uso,Placa,Fecha Tránsito,Punto de Servicio,Comprobante,Total del Servicio,Saldo Final
Consumo,LIMA EXPRESA,VE-20,2025-11-07,Peaje de Monterrico Salida - P2,F400-00071301,-26.4,697.6
Consumo,LIMA EXPRESA,VE-12,2025-11-07,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,671.2
Consumo,LIMA EXPRESA,VE-05,2025-11-07,Peaje de El Pino - P5,F400-00071301,-39.6,631.6
Consumo,LIMA EXPRESA,VE-05,2025-11-07,Peaje de Separadora Salida - P3,F400-00072061,-39.6,592.0
Consumo,LIMA EXPRESA,VE-07,2025-11-07,Peaje de El Pino - P5,F400-00071301,-39.6,552.4
Consumo,LIMA EXPRESA,VE-12,2025-11-07,Peaje de Monterrico Salida - P2,F400-00071301,-26.4,526.0
Consumo,LIMA EXPRESA,VE-30,2025-11-07,Peaje de Monterrico Entrada - P1,F400-00071301,-26.4,499.6
Consumo,LIMA EXPRESA,VE-07,2025-11-07,Peaje Huánuco – P8   ,F400-00071301,-39.6,460.0
Consumo,LIMA EXPRESA,VE-35,2025-11-07,Peaje de Monterrico Entrada - P1,F400-00071301,-26.4,433.6
Recarga PEX,PEX,,2025-11-07,,TR006-001001286,2500.0,2933.6
Consumo,LIMA EXPRESA,VE-30,2025-11-07,Peaje de Monterrico Salida - P2,F400-00071301,-26.4,2907.2
Consumo,LIMA EXPRESA,VE-12,2025-11-07,Peaje de Monterrico Entrada - P1,F400-00071301,-26.4,2880.8
Consumo,LIMA EXPRESA,VE-35,2025-11-07,Peaje de Monterrico Salida - P2,F400-00071301,-26.4,2854.4
Consumo,LIMA EXPRESA,VE-31,2025-11-07,Peaje de El Pino - P5,F400-00072061,-26.4,2828.0
Consumo,LIMA EXPRESA,VE-19,2025-11-07,Peaje Estadio – P10   ,F400-00072061,-26.4,2801.6
Consumo,LIMA EXPRESA,VE-29,2025-11-07,Peaje Estadio – P10   ,F400-00071301,-26.4,2775.2
Consumo,LIMA EXPRESA,VE-29,2025-11-07,Peaje de Monterrico Entrada - P1,F400-00071301,-26.4,2748.8
Consumo,LIMA EXPRESA,VE-19,2025-11-07,Peaje de Monterrico Salida - P2,F400-00071301,-26.4,2722.4
Consumo,LIMA EXPRESA,VE-29,2025-11-07,Peaje de Monterrico Salida - P2,F400-00071301,-26.4,2696.0
Consumo,LIMA EXPRESA,VE-29,2025-11-08,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2669.6
Consumo,LIMA EXPRESA,VE-19,2025-11-08,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2643.2
Consumo,LIMA EXPRESA,VE-19,2025-11-08,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2616.8
Consumo,LIMA EXPRESA,VE-29,2025-11-08,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2590.4
Consumo,LIMA EXPRESA,VE-19,2025-11-08,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2564.0
Consumo,LIMA EXPRESA,VE-35,2025-11-08,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2537.6
Consumo,LIMA EXPRESA,VE-30,2025-11-08,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2511.2
Consumo,LIMA EXPRESA,VE-35,2025-11-08,Peaje de Priale Salida - P7,F400-00072061,-26.4,2484.8
Consumo,LIMA EXPRESA,VE-30,2025-11-08,Peaje de Priale Salida - P7,F400-00072061,-26.4,2458.4
Consumo,LIMA EXPRESA,VE-07,2025-11-08,Peaje de El Pino - P5,F400-00072061,-39.6,2418.8
Consumo,LIMA EXPRESA,VE-07,2025-11-08,Peaje de Santa Anita - P4,F400-00072061,-39.6,2379.2
Consumo,LIMA EXPRESA,VE-12,2025-11-08,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2352.8
Consumo,LIMA EXPRESA,VE-35,2025-11-08,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2326.4
Consumo,LIMA EXPRESA,VE-20,2025-11-08,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2300.0
Consumo,LIMA EXPRESA,VE-06,2025-11-08,Peaje de Priale Entrada - P6,F400-00072061,-39.6,2260.4
Consumo,LIMA EXPRESA,VE-31,2025-11-08,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2234.0
Consumo,LIMA EXPRESA,VE-06,2025-11-08,Peaje de Priale Salida - P7,F400-00072061,-19.8,2214.2
Consumo,LIMA EXPRESA,VE-20,2025-11-08,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2187.8
Consumo,LIMA EXPRESA,VE-35,2025-11-08,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2161.4
Consumo,LIMA EXPRESA,VE-12,2025-11-08,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2135.0
Consumo,LIMA EXPRESA,VE-31,2025-11-08,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2108.6
Consumo,LIMA EXPRESA,VE-12,2025-11-08,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2082.2
Consumo,LIMA EXPRESA,VE-31,2025-11-08,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2055.8
Consumo,LIMA EXPRESA,VE-20,2025-11-09,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2029.4
Consumo,LIMA EXPRESA,VE-12,2025-11-09,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2003.0
Consumo,LIMA EXPRESA,VE-20,2025-11-09,Peaje de Priale Salida - P7,F400-00072061,-26.4,1976.6
Consumo,LIMA EXPRESA,VE-31,2025-11-09,Peaje de Priale Entrada - P6,F400-00072061,-26.4,1950.2
Consumo,LIMA EXPRESA,VE-12,2025-11-09,Peaje de Priale Salida - P7,F400-00072061,-26.4,1923.8
Consumo,LIMA EXPRESA,VE-31,2025-11-09,Peaje de Priale Salida - P7,F400-00072061,-26.4,1897.4
Consumo,LIMA EXPRESA,VE-20,2025-11-09,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1871.0
Consumo,LIMA EXPRESA,VE-31,2025-11-09,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1844.6
Consumo,LIMA EXPRESA,VE-20,2025-11-09,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1818.2
Consumo,LIMA EXPRESA,VE-12,2025-11-09,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1791.8
Consumo,LIMA EXPRESA,VE-31,2025-11-09,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1765.4
Consumo,LIMA EXPRESA,VE-20,2025-11-09,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1739.0
Consumo,LIMA EXPRESA,VE-12,2025-11-09,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1712.6
Consumo,LIMA EXPRESA,VE-20,2025-11-09,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1686.2
Consumo,LIMA EXPRESA,VE-12,2025-11-09,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1659.8
Consumo,LIMA EXPRESA,VE-31,2025-11-09,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1633.4
Consumo,LIMA EXPRESA,CUC445,2025-11-09,Peaje de Monterrico Entrada - P1,F400-00072061,-6.6,1626.8
Consumo,LIMA EXPRESA,VE-30,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1600.4
Consumo,LIMA EXPRESA,VE-35,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1574.0
Consumo,LIMA EXPRESA,VE-07,2025-11-10,Peaje de El Pino - P5,F400-00072061,-39.6,1534.4
Consumo,LIMA EXPRESA,VE-31,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1508.0
Consumo,LIMA EXPRESA,VE-12,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1481.6
Consumo,LIMA EXPRESA,VE-07,2025-11-10,Peaje de Santa Anita - P4,F400-00072061,-19.8,1461.8
Consumo,LIMA EXPRESA,VE-07,2025-11-10,Peaje Huánuco – P8   ,F400-00072061,-19.8,1442.0
Consumo,LIMA EXPRESA,VE-35,2025-11-10,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1415.6
Consumo,LIMA EXPRESA,VE-30,2025-11-10,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1389.2
Consumo,LIMA EXPRESA,VE-05,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-39.6,1349.6
Consumo,LIMA EXPRESA,VE-12,2025-11-10,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1323.2
Consumo,LIMA EXPRESA,ANQ212,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-6.6,1316.6
Consumo,LIMA EXPRESA,VE-05,2025-11-10,Peaje de Monterrico Salida - P2,F400-00072061,-39.6,1277.0
Consumo,LIMA EXPRESA,VE-35,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1250.6
Consumo,LIMA EXPRESA,VE-31,2025-11-10,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1224.2
Consumo,LIMA EXPRESA,APF856,2025-11-10,Peaje Estadio – P10   ,F400-00072061,-6.6,1217.6
Consumo,LIMA EXPRESA,VE-30,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1191.2
Consumo,LIMA EXPRESA,VE-05,2025-11-10,Peaje de Priale Entrada - P6,F400-00072061,-39.6,1151.6
Consumo,LIMA EXPRESA,CUC445,2025-11-10,Peaje de Monterrico Salida - P2,F400-00072061,-6.6,1145.0
Consumo,LIMA EXPRESA,VE-07,2025-11-10,Peaje de El Pino - P5,F400-00072061,-39.6,1105.4
Consumo,LIMA EXPRESA,VE-12,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1079.0
Consumo,LIMA EXPRESA,VE-07,2025-11-10,Peaje de Santa Anita - P4,F400-00072061,-39.6,1039.4
Consumo,LIMA EXPRESA,VE-31,2025-11-10,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1013.0
Consumo,LIMA EXPRESA,VE-30,2025-11-10,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,986.6
Consumo,LIMA EXPRESA,VE-05,2025-11-10,Peaje de Priale Salida - P7,F400-00072061,-39.6,947.0
Consumo,LIMA EXPRESA,VE-30,2025-11-11,Peaje de Priale Entrada - P6,F400-00072061,-26.4,920.6
Consumo,LIMA EXPRESA,VE-35,2025-11-11,Peaje de Priale Entrada - P6,F400-00072061,-26.4,894.2
Consumo,LIMA EXPRESA,VE-30,2025-11-11,Peaje de Priale Salida - P7,F400-00072061,-26.4,867.8
Consumo,LIMA EXPRESA,VE-12,2025-11-11,Peaje de Priale Entrada - P6,F400-00072061,-26.4,841.4
Consumo,LIMA EXPRESA,VE-31,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,815.0
Consumo,LIMA EXPRESA,VE-20,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,788.6
Consumo,LIMA EXPRESA,VE-06,2025-11-11,Peaje de Priale Entrada - P6,F400-00072061,-19.8,768.8
Consumo,LIMA EXPRESA,VE-12,2025-11-11,Peaje de Priale Salida - P7,F400-00072061,-26.4,742.4
Consumo,LIMA EXPRESA,VE-30,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,716.0
Consumo,LIMA EXPRESA,CUC445,2025-11-11,Peaje Estadio – P10   ,F400-00072061,-6.6,709.4
Consumo,LIMA EXPRESA,CUC445,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-6.6,702.8
Consumo,LIMA EXPRESA,VE-20,2025-11-11,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,676.4
Consumo,LIMA EXPRESA,VE-35,2025-11-11,Peaje de Priale Salida - P7,F400-00072061,-26.4,650.0
Consumo,LIMA EXPRESA,VE-31,2025-11-11,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,623.6
Consumo,LIMA EXPRESA,VE-07,2025-11-11,Peaje de El Pino - P5,F400-00072061,-39.6,584.0
Consumo,LIMA EXPRESA,VE-30,2025-11-11,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,557.6
Consumo,LIMA EXPRESA,VE-10,2025-11-11,Peaje de El Pino - P5,F400-00072061,-39.6,518.0
Consumo,LIMA EXPRESA,VE-09,2025-11-11,Peaje de El Pino - P5,F400-00072061,-39.6,478.4
Consumo,LIMA EXPRESA,VE-12,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,452.0
Recarga PEX,PEX,,2025-11-11,,TR006-001003247,2500.0,2952.0
Consumo,LIMA EXPRESA,VE-10,2025-11-11,Peaje de Separadora Salida - P3,F400-00072061,-33.0,2919.0
Consumo,LIMA EXPRESA,VE-09,2025-11-11,Peaje de Santa Anita - P4,F400-00072061,-39.6,2879.4
Consumo,LIMA EXPRESA,VE-07,2025-11-11,Peaje de Santa Anita - P4,F400-00072061,-39.6,2839.8
Consumo,LIMA EXPRESA,VE-35,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2813.4
Consumo,LIMA EXPRESA,ANQ212,2025-11-11,Peaje de Monterrico Salida - P2,F400-00072061,-6.6,2806.8
Consumo,LIMA EXPRESA,VE-12,2025-11-11,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2780.4
Consumo,LIMA EXPRESA,VE-20,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2754.0
Consumo,LIMA EXPRESA,ANQ212,2025-11-11,Peaje Huánuco – P8   ,F400-00072061,-6.6,2747.4
Consumo,LIMA EXPRESA,VE-20,2025-11-11,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2721.0
Consumo,LIMA EXPRESA,VE-31,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2694.6
Consumo,LIMA EXPRESA,VE-12,2025-11-11,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2668.2
Consumo,LIMA EXPRESA,VE-09,2025-11-12,Peaje de El Pino - P5,F400-00072061,-39.6,2628.6
Consumo,LIMA EXPRESA,VE-10,2025-11-12,Peaje de El Pino - P5,F400-00072061,-39.6,2589.0
Consumo,LIMA EXPRESA,VE-35,2025-11-12,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2562.6
Consumo,LIMA EXPRESA,VE-12,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2536.2
Consumo,LIMA EXPRESA,VE-20,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2509.8
Consumo,LIMA EXPRESA,VE-09,2025-11-12,Peaje de Separadora Salida - P3,F400-00072061,-39.6,2470.2
Consumo,LIMA EXPRESA,VE-31,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2443.8
Consumo,LIMA EXPRESA,VE-10,2025-11-12,Peaje de Separadora Salida - P3,F400-00072061,-33.0,2410.8
Consumo,LIMA EXPRESA,VE-06,2025-11-12,Peaje de Priale Entrada - P6,F400-00072061,-39.6,2371.2
Consumo,LIMA EXPRESA,VE-20,2025-11-12,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2344.8
Consumo,LIMA EXPRESA,VE-35,2025-11-12,Peaje de Priale Salida - P7,F400-00072061,-26.4,2318.4
Consumo,LIMA EXPRESA,VE-20,2025-11-12,Peaje de Priale Salida - P7,F400-00072061,-26.4,2292.0
Consumo,LIMA EXPRESA,VE-12,2025-11-12,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2265.6
Consumo,LIMA EXPRESA,VE-07,2025-11-12,Peaje de El Pino - P5,F400-00072061,-39.6,2226.0
Consumo,LIMA EXPRESA,VE-31,2025-11-12,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2199.6
Consumo,LIMA EXPRESA,VE-07,2025-11-12,Peaje de Santa Anita - P4,F400-00072061,-39.6,2160.0
Consumo,LIMA EXPRESA,VE-35,2025-11-12,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2133.6
Consumo,LIMA EXPRESA,VE-20,2025-11-12,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2107.2
Consumo,LIMA EXPRESA,VE-12,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-19.8,2087.4
Consumo,LIMA EXPRESA,VE-31,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2061.0
Consumo,LIMA EXPRESA,VE-12,2025-11-12,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2034.6
Consumo,LIMA EXPRESA,VE-05,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-39.6,1995.0
Consumo,LIMA EXPRESA,VE-31,2025-11-12,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1968.6
Consumo,LIMA EXPRESA,VE-35,2025-11-12,Peaje de Priale Salida - P7,F400-00072061,-26.4,1942.2
Consumo,LIMA EXPRESA,VE-20,2025-11-12,Peaje de Priale Salida - P7,F400-00072061,-26.4,1915.8
Consumo,LIMA EXPRESA,ANQ212,2025-11-12,Peaje Estadio – P10   ,F400-00072061,-6.6,1909.2
Consumo,LIMA EXPRESA,VE-31,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1882.8
Consumo,LIMA EXPRESA,ANQ212,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-6.6,1876.2
Consumo,LIMA EXPRESA,VE-07,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-39.6,1836.6
Consumo,LIMA EXPRESA,D9Z911,2025-11-12,Peaje Estadio – P10   ,F400-00072061,-6.6,1830.0
Consumo,LIMA EXPRESA,CUC445,2025-11-12,Peaje de Monterrico Salida - P2,F400-00072061,-6.6,1823.4
Consumo,LIMA EXPRESA,CUC445,2025-11-12,Peaje Huánuco – P8   ,F400-00072061,-6.6,1816.8
Consumo,LIMA EXPRESA,VE-12,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1790.4
Consumo,LIMA EXPRESA,D9Z911,2025-11-12,Peaje de El Pino - P5,F400-00072061,-6.6,1783.8
Consumo,LIMA EXPRESA,D9Z911,2025-11-12,Peaje de Santa Anita - P4,F400-00072061,-6.6,1777.2
Consumo,LIMA EXPRESA,D9Z911,2025-11-12,Peaje Huánuco – P8   ,F400-00072061,-6.6,1770.6
Consumo,LIMA EXPRESA,VE-19,2025-11-12,Peaje Estadio – P10   ,F400-00072061,-26.4,1744.2
Consumo,LIMA EXPRESA,VE-07,2025-11-12,Peaje de Monterrico Salida - P2,F400-00072061,-39.6,1704.6
Consumo,LIMA EXPRESA,VE-19,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1678.2
Consumo,LIMA EXPRESA,VE-29,2025-11-12,Peaje Estadio – P10   ,F400-00072061,-26.4,1651.8
Consumo,LIMA EXPRESA,VE-29,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1625.4
Consumo,LIMA EXPRESA,VE-29,2025-11-12,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1599.0
Consumo,LIMA EXPRESA,VE-19,2025-11-12,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1572.6
Consumo,LIMA EXPRESA,VE-19,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1546.2
Consumo,LIMA EXPRESA,VE-29,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1519.8
Consumo,LIMA EXPRESA,VE-29,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1493.4
Consumo,LIMA EXPRESA,VE-19,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1467.0
Consumo,LIMA EXPRESA,VE-19,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1440.6
Consumo,LIMA EXPRESA,VE-30,2025-11-13,Peaje de Priale Entrada - P6,F400-00072061,-26.4,1414.2
Consumo,LIMA EXPRESA,VE-35,2025-11-13,Peaje de Priale Entrada - P6,F400-00072061,-26.4,1387.8
Consumo,LIMA EXPRESA,VE-30,2025-11-13,Peaje de Priale Salida - P7,F400-00072061,-26.4,1361.4
Consumo,LIMA EXPRESA,VE-12,2025-11-13,Peaje de Priale Entrada - P6,F400-00072061,-26.4,1335.0
Consumo,LIMA EXPRESA,VE-31,2025-11-13,Peaje de Priale Entrada - P6,F400-00072061,-26.4,1308.6
Consumo,LIMA EXPRESA,VE-12,2025-11-13,Peaje de Priale Salida - P7,F400-00072061,-26.4,1282.2
Consumo,LIMA EXPRESA,VE-31,2025-11-13,Peaje de Priale Salida - P7,F400-00072061,-26.4,1255.8
Consumo,LIMA EXPRESA,VE-06,2025-11-13,Peaje de Priale Entrada - P6,F400-00072061,-39.6,1216.2
Consumo,LIMA EXPRESA,VE-20,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1189.8
Consumo,LIMA EXPRESA,VE-35,2025-11-13,Peaje de Priale Salida - P7,F400-00072061,-26.4,1163.4
Consumo,LIMA EXPRESA,VE-20,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1137.0
Consumo,LIMA EXPRESA,VE-30,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1110.6
Consumo,LIMA EXPRESA,D9Z911,2025-11-13,Peaje Estadio – P10   ,F400-00072061,-6.6,1104.0
Consumo,LIMA EXPRESA,D9Z911,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-6.6,1097.4
Consumo,LIMA EXPRESA,D9Z911,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-6.6,1090.8
Consumo,LIMA EXPRESA,D9Z911,2025-11-13,Peaje Huánuco – P8   ,F400-00072061,-6.6,1084.2
Consumo,LIMA EXPRESA,VE-31,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1057.8
Consumo,LIMA EXPRESA,VE-30,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,1031.4
Consumo,LIMA EXPRESA,VE-12,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,1005.0
Consumo,LIMA EXPRESA,VE-35,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,978.6
Consumo,LIMA EXPRESA,CUC445,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-6.6,972.0
Consumo,LIMA EXPRESA,VE-19,2025-11-13,Peaje Estadio – P10   ,F400-00072061,-26.4,945.6
Consumo,LIMA EXPRESA,VE-35,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,919.2
Consumo,LIMA EXPRESA,VE-19,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,892.8
Consumo,LIMA EXPRESA,ANQ212,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-6.6,886.2
Consumo,LIMA EXPRESA,ANQ212,2025-11-13,Peaje Huánuco – P8   ,F400-00072061,-6.6,879.6
Consumo,LIMA EXPRESA,VE-19,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,853.2
Consumo,LIMA EXPRESA,VE-27,2025-11-13,Peaje Estadio – P10   ,F400-00072061,-26.4,826.8
Consumo,LIMA EXPRESA,VE-27,2025-11-13,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,800.4
Consumo,LIMA EXPRESA,VE-27,2025-11-13,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,774.0
Consumo,LIMA EXPRESA,VE-27,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,747.6
Consumo,LIMA EXPRESA,VE-27,2025-11-14,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,721.2
Consumo,LIMA EXPRESA,VE-35,2025-11-14,Peaje de Priale Entrada - P6,F400-00072061,-26.4,694.8
Consumo,LIMA EXPRESA,VE-35,2025-11-14,Peaje de Priale Salida - P7,F400-00072061,-26.4,668.4
Consumo,LIMA EXPRESA,VE-20,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,642.0
Consumo,LIMA EXPRESA,VE-31,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,615.6
Consumo,LIMA EXPRESA,VE-12,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,589.2
Consumo,LIMA EXPRESA,VE-05,2025-11-14,Peaje de Priale Entrada - P6,F400-00072061,-39.6,549.6
Consumo,LIMA EXPRESA,VE-35,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,523.2
Consumo,LIMA EXPRESA,VE-20,2025-11-14,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,496.8
Consumo,LIMA EXPRESA,VE-31,2025-11-14,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,470.4
Consumo,LIMA EXPRESA,VE-07,2025-11-14,Peaje de El Pino - P5,F400-00072061,-39.6,430.8
Recarga PEX,PEX,,2025-11-14,,TR006-001005335,2500.0,2930.8
Consumo,LIMA EXPRESA,VE-12,2025-11-14,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2904.4
Consumo,LIMA EXPRESA,VE-07,2025-11-14,Peaje de Santa Anita - P4,F400-00072061,-39.6,2864.8
Consumo,LIMA EXPRESA,VE-35,2025-11-14,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2838.4
Consumo,LIMA EXPRESA,VE-20,2025-11-14,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2812.0
Consumo,LIMA EXPRESA,VE-20,2025-11-14,Peaje de Priale Salida - P7,F400-00072061,-26.4,2785.6
Consumo,LIMA EXPRESA,VE-12,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2759.2
Consumo,LIMA EXPRESA,VE-12,2025-11-14,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2732.8
Consumo,LIMA EXPRESA,VE-35,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2706.4
Consumo,LIMA EXPRESA,VE-05,2025-11-14,Peaje de El Pino - P5,F400-00072061,-39.6,2666.8
Consumo,LIMA EXPRESA,VE-20,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2640.4
Consumo,LIMA EXPRESA,VE-05,2025-11-14,Peaje de Separadora Salida - P3,F400-00072061,-39.6,2600.8
Consumo,LIMA EXPRESA,VE-07,2025-11-14,Peaje de El Pino - P5,F400-00072061,-39.6,2561.2
Consumo,LIMA EXPRESA,VE-31,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2534.8
Consumo,LIMA EXPRESA,VE-35,2025-11-14,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2508.4
Consumo,LIMA EXPRESA,VE-12,2025-11-14,Peaje de Monterrico Entrada - P1,F400-00072061,-26.4,2482.0
Consumo,LIMA EXPRESA,VE-20,2025-11-14,Peaje de Monterrico Salida - P2,F400-00072061,-26.4,2455.6
Consumo,LIMA EXPRESA,VE-07,2025-11-14,Peaje de Santa Anita - P4,F400-00072061,-33.0,2422.6
Consumo,LIMA EXPRESA,VE-30,2025-11-15,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2396.2
Consumo,LIMA EXPRESA,VE-30,2025-11-15,Peaje de Priale Salida - P7,F400-00072061,-26.4,2369.8
Consumo,LIMA EXPRESA,VE-35,2025-11-15,Peaje de Priale Entrada - P6,F400-00072061,-26.4,2343.4
Consumo,LIMA EXPRESA,VE-05,2025-11-15,Peaje de Priale Salida - P7,F400-00072061,-39.6,2303.8
Consumo,LIMA EXPRESA,VE-35,2025-11-15,Peaje de Priale Salida - P7,F400-00072061,-26.4,2277.4
