Tiempo de procesamiento: 1640.99 segundos
id,liquidacion_nro,transportista,fecha,nro_guia,placa,vehiculo_id,insumo,material_id,peso_seco,peso_humedo,monto_total,ruta,origen,destino,fuente,fecha_carga
1785447333474-1910582885,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-01,191/0582885,CBA709,VE-34,"ARENA",MAT-3,31.48,34.63,582.77,"CANTERA JICAMARCA - CONCHAN","CANTERA JICAMARCA","CONCHAN","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910582888,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-01,191/0582888,CAZ895,VE-33,"ARENA",MAT-3,32.2,35.42,596.08,"CANTERA JICAMARCA - CONCHAN","CANTERA JICAMARCA","CONCHAN","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579036,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,191/0579036,C9W737,VE-12,"ARENA",MAT-3,34.04,37.2,369.4,"CANTERA JICAMARCA - BLOQUES ANCIETA INS. Y SUM.","CANTERA JICAMARCA","BLOQUES ANCIETA INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579529,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579529,CCL847,VE-35,"ARENA",MAT-3,34.08,35.62,353.7,"CANTERA JICAMARCA - BLOQUES ANCIETA INS. Y SUM.","CANTERA JICAMARCA","BLOQUES ANCIETA INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579531,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579531,CAZ895,VE-33,"ARENA",MAT-3,34.73,36.3,360.47,"CANTERA JICAMARCA - BLOQUES ANCIETA INS. Y SUM.","CANTERA JICAMARCA","BLOQUES ANCIETA INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583209,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,191/0583209,CHS718,VE-36,"ARENA",MAT-3,34.51,37.05,367.86,"CANTERA JICAMARCA - BLOQUES ANCIETA INS. Y SUM.","CANTERA JICAMARCA","BLOQUES ANCIETA INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579883,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,191/0579883,CHS718,VE-36,"PIEDRA N#8 ASTM",MAT-9,35.72,35.72,354.71,"CANTERA JICAMARCA - BLOQUES ANCIETA INS. Y SUM.","CANTERA JICAMARCA","BLOQUES ANCIETA INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579343,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,191/0579343,BYP824,VE-05,"ARENA",MAT-3,38.27,42.1,503.1,"CANTERA JICAMARCA - COLLIQUE","CANTERA JICAMARCA","COLLIQUE","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579026,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,191/0579026,C9W737,VE-12,"ARENA",MAT-3,33.48,36.46,156.03,"CANTERA JICAMARCA - BLOQUES HUACHIPA INS. Y SUM.","CANTERA JICAMARCA","BLOQUES HUACHIPA INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579584,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579584,CCL847,VE-35,"PIEDRA N#8 ASTM",MAT-9,34.42,34.42,492.55,"CANTERA JICAMARCA - EMBOLSADOS INS. Y SUM.","CANTERA JICAMARCA","EMBOLSADOS INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579590,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579590,CAZ895,VE-33,"PIEDRA N#8 ASTM",MAT-9,35.56,35.56,508.86,"CANTERA JICAMARCA - EMBOLSADOS INS. Y SUM.","CANTERA JICAMARCA","EMBOLSADOS INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583016,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-02,191/0583016,CAZ895,VE-33,"PIEDRA N#8 ASTM",MAT-9,33.57,33.74,482.77,"CANTERA JICAMARCA - EMBOLSADOS INS. Y SUM.","CANTERA JICAMARCA","EMBOLSADOS INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583031,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-02,191/0583031,CCL847,VE-35,"PIEDRA N#8 ASTM",MAT-9,33.63,33.8,483.61,"CANTERA JICAMARCA - EMBOLSADOS INS. Y SUM.","CANTERA JICAMARCA","EMBOLSADOS INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583036,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-02,191/0583036,CBA709,VE-34,"PIEDRA N#8 ASTM",MAT-9,34.65,34.82,498.34,"CANTERA JICAMARCA - EMBOLSADOS INS. Y SUM.","CANTERA JICAMARCA","EMBOLSADOS INS. Y SUM.","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910578946,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,191/0578946,CBA709,VE-34,"ARENA",MAT-3,34.16,37.91,638.08,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910578956,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,191/0578956,CHS718,VE-36,"ARENA",MAT-3,32.72,36.32,611.21,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910578967,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,191/0578967,CAZ895,VE-33,"ARENA",MAT-3,32.59,36.18,608.86,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910578968,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,191/0578968,C9W737,VE-12,"ARENA",MAT-3,32.84,36.46,613.55,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910578985,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,191/0578985,CCL847,VE-35,"ARENA",MAT-3,32.75,36.35,611.73,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579070,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-05,191/0579070,CAZ895,VE-33,"ARENA",MAT-3,32.87,36.49,614.08,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579449,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579449,CAZ895,VE-33,"ARENA",MAT-3,37.62,33.89,633.12,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579451,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579451,CCL847,VE-35,"ARENA",MAT-3,37.36,33.65,628.68,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579494,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579494,C9W737,VE-12,"ARENA",MAT-3,35.56,32.03,598.42,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579501,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579501,CBA709,VE-34,"ARENA",MAT-3,36.39,32.79,612.51,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579549,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,191/0579549,C9W737,VE-12,"ARENA",MAT-3,35.2,31.71,592.42,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579635,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,191/0579635,CCL847,VE-35,"ARENA",MAT-3,36.32,32.72,611.21,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579644,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,191/0579644,CAZ895,VE-33,"ARENA",MAT-3,35.88,32.33,603.9,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579691,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,191/0579691,CCL847,VE-35,"ARENA",MAT-3,39.7,35.76,668.08,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579702,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,191/0579702,CAZ895,VE-33,"ARENA",MAT-3,36.94,33.28,621.64,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579704,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,191/0579704,C9W737,VE-12,"ARENA",MAT-3,34.18,30.79,575.21,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579720,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,191/0579720,CBA709,VE-34,"ARENA",MAT-3,37,33.33,622.68,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583318,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,191/0583318,CHS718,VE-36,"ARENA",MAT-3,35.77,32.23,602.08,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583323,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,191/0583323,CAZ895,VE-33,"ARENA",MAT-3,35.06,31.59,590.08,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583325,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,191/0583325,CCL847,VE-35,"ARENA",MAT-3,35.49,31.98,597.38,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583375,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,191/0583375,C9W737,VE-12,"ARENA",MAT-3,36.52,32.9,614.6,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583378,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,191/0583378,CBA709,VE-34,"ARENA",MAT-3,38.35,34.55,645.38,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583415,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,191/0583415,CAZ895,VE-33,"ARENA",MAT-3,36.29,32.69,610.68,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583422,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,191/0583422,CCL847,VE-35,"ARENA",MAT-3,36.12,32.54,607.82,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583430,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,191/0583430,CHS718,VE-36,"ARENA",MAT-3,35.81,32.26,602.6,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579071,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-05,191/0579071,CCL847,VE-35,"PIEDRA HUSO #5",MAT-9,34.34,34.34,577.86,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579363,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,191/0579363,CAZ895,VE-33,"PIEDRA HUSO #5",MAT-9,33.22,33.23,559.18,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579780,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,191/0579780,CAZ895,VE-33,"PIEDRA HUSO #5",MAT-9,33.74,33.74,567.76,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583150,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,191/0583150,CAZ895,VE-33,"PIEDRA HUSO #5",MAT-9,33.66,33.66,566.5,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579674,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,191/0579674,CBA709,VE-34,"PIEDRA HUSO #67",MAT-9,39.08,39.08,657.64,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910579819,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,191/0579819,C9W737,VE-12,"PIEDRA HUSO #67",MAT-9,34.16,34.16,574.95,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1910583187,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-03,191/0583187,C9W737,VE-12,"PIEDRA HUSO #67",MAT-9,35.22,35.22,592.69,"CANTERA JICAMARCA - SAN ANTONIO","CANTERA JICAMARCA","SAN ANTONIO","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950194193,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,195/0194193,BAE736,VE-26,"PIEDRA HUSO #67",MAT-9,39.01,39.01,575.4,"CANTERA HIERBABUENA - MATERIALES","CANTERA HIERBABUENA","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192444,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,195/0192444,AHJ786,VE-19,"ARENA YERBABUENA",MAT-3,37.73,37.36,556.52,"CANTERA HIERBABUENA - MATERIALES","CANTERA HIERBABUENA","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192445,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,195/0192445,AWH708,VE-24,"ARENA YERBABUENA",MAT-3,36.15,35.79,533.21,"CANTERA HIERBABUENA - MATERIALES","CANTERA HIERBABUENA","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192462,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,195/0192462,CBR854,VE-08,"ARENA YERBABUENA",MAT-3,41.15,40.74,606.96,"CANTERA HIERBABUENA - MATERIALES","CANTERA HIERBABUENA","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192469,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,195/0192469,F3F817,VE-01,"ARENA YERBABUENA",MAT-3,41.8,41.39,616.55,"CANTERA HIERBABUENA - MATERIALES","CANTERA HIERBABUENA","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192471,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,195/0192471,BYP838,VE-06,"ARENA YERBABUENA",MAT-3,43.17,42.74,636.76,"CANTERA HIERBABUENA - MATERIALES","CANTERA HIERBABUENA","MATERIALES","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192113,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,195/0192113,F3F817,VE-01,"PIEDRA HUSO #5",MAT-9,42.36,42.36,641.75,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192257,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,195/0192257,F3F817,VE-01,"PIEDRA HUSO #5",MAT-9,39.04,39.04,591.46,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192318,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,195/0192318,F3F817,VE-01,"PIEDRA HUSO #5",MAT-9,39.38,39.38,596.61,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950194160,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,195/0194160,BAE736,VE-26,"PIEDRA HUSO #5",MAT-9,37.62,37.62,569.94,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950194167,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-04,195/0194167,AWW871,VE-23,"PIEDRA HUSO #5",MAT-9,35.4,35.4,536.31,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950194245,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-06-05,195/0194245,BAE736,VE-26,"PIEDRA HUSO #5",MAT-9,36.18,36.18,548.13,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192091,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,195/0192091,ATN880,VE-03,"PIEDRA HUSO #67",MAT-9,37.25,37.25,564.34,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192105,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,195/0192105,CBR854,VE-08,"PIEDRA HUSO #67",MAT-9,37.71,37.71,571.31,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192126,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-04,195/0192126,ATN880,VE-03,"PIEDRA HUSO #67",MAT-9,41.06,41.06,622.06,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.476Z
1785447333474-1950192227,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,195/0192227,ATN880,VE-03,"PIEDRA HUSO #67",MAT-9,42.2,42.2,639.33,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192247,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,195/0192247,CBR854,VE-08,"PIEDRA HUSO #67",MAT-9,41.26,41.26,625.09,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192262,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,195/0192262,BFI758,VE-28,"PIEDRA HUSO #67",MAT-9,40.11,40.11,607.67,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192276,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,195/0192276,AWH708,VE-24,"PIEDRA HUSO #67",MAT-9,36.65,36.65,555.25,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192277,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,195/0192277,ATN880,VE-03,"PIEDRA HUSO #67",MAT-9,41.44,41.44,627.82,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192282,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,195/0192282,AHJ786,VE-19,"PIEDRA HUSO #67",MAT-9,36.65,36.65,555.25,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192295,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-06,195/0192295,CBR854,VE-08,"PIEDRA HUSO #67",MAT-9,38.13,38.13,577.67,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192345,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,195/0192345,C9T788,VE-11,"PIEDRA HUSO #67",MAT-9,35.38,35.38,536.01,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192346,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-07,195/0192346,BYP838,VE-06,"PIEDRA HUSO #67",MAT-9,38.85,38.85,588.58,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192347,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192347,ATN880,VE-03,"PIEDRA HUSO #67",MAT-9,41.75,41.75,632.51,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192348,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192348,BYP838,VE-06,"PIEDRA HUSO #67",MAT-9,39.23,39.23,594.33,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192372,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192372,CBR854,VE-08,"PIEDRA HUSO #67",MAT-9,39.79,39.79,602.82,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192373,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192373,CBR796,VE-10,"PIEDRA HUSO #67",MAT-9,40.92,40.92,619.94,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192376,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192376,CBR872,VE-09,"PIEDRA HUSO #67",MAT-9,39.5,39.5,598.43,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192386,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192386,F3F817,VE-01,"PIEDRA HUSO #67",MAT-9,41.47,41.47,628.27,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192425,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192425,CAZ895,VE-33,"PIEDRA HUSO #67",MAT-9,37.68,37.68,570.85,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192426,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192426,CBR872,VE-09,"PIEDRA HUSO #67",MAT-9,39.06,39.06,591.76,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192427,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-08,195/0192427,CBR796,VE-10,"PIEDRA HUSO #67",MAT-9,40.74,40.74,617.21,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
1785447333474-1950192450,1785447333474,VIRGEN DE ESTRELLA S.A.C.,2026-05-09,195/0192450,CBR872,VE-09,"PIEDRA HUSO #67",MAT-9,38.43,38.43,582.21,"CANTERA HIERBABUENA - MEIGGS","CANTERA HIERBABUENA","MEIGGS","Virgen de Estrella 47026.pdf",2026-07-30T22:02:54.477Z
